Date,MSFT_Bollinger
2020-11-18,-0.0
2020-11-19,0.0
2020-11-20,-0.0
2020-11-23,-0.0
2020-11-24,0.0
2020-11-25,0.0
2020-11-27,0.0
2020-11-30,-0.0
2020-12-01,0.0
2020-12-02,-0.0
2020-12-03,-0.0
2020-12-04,0.0
2020-12-07,-0.0
2020-12-08,0.0
2020-12-09,-0.0
2020-12-10,-0.0
2020-12-11,0.0
2020-12-14,0.0
2020-12-15,-0.0
2020-12-16,0.0
2020-12-17,-0.0006384318145773449
2020-12-18,0.0037827183763564642
2020-12-21,0.0
2020-12-22,-0.006065117924133112
2020-12-23,0.013039268706024454
2020-12-24,0.0
2020-12-28,0.0
2020-12-29,-0.0
2020-12-30,-0.0
2020-12-31,0.0
2021-01-04,-0.0
2021-01-05,0.0
2021-01-06,-0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-11,-0.0
2021-01-12,-0.0
2021-01-13,0.0
2021-01-14,-0.0
2021-01-15,-0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,-0.0024533936505672926
2021-01-28,0.0
2021-01-29,0.02917168695408634
2021-02-01,0.0
2021-02-02,-0.0
2021-02-03,0.0
2021-02-04,-0.0
2021-02-05,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,-0.0
2021-02-11,0.0
2021-02-12,0.0
2021-02-16,-0.0
2021-02-17,0.0
2021-02-18,-0.0
2021-02-19,-0.0
2021-02-22,-0.0
2021-02-23,-0.0
2021-02-24,0.0
2021-02-25,-0.0
2021-02-26,0.014804279036984225
2021-03-01,0.0
2021-03-02,-0.0
2021-03-03,-0.0
2021-03-04,-0.003647585926518815
2021-03-05,0.0
2021-03-08,-0.0
2021-03-09,0.0
2021-03-10,-0.0
2021-03-11,0.0
2021-03-12,-0.0
2021-03-15,-0.0
2021-03-16,0.0
2021-03-17,-0.0
2021-03-18,-0.0
2021-03-19,-0.0
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,-0.0
2021-03-25,-0.0
2021-03-26,0.0
2021-03-29,-0.0
2021-03-30,-0.0
2021-03-31,0.0
2021-04-01,0.0
2021-04-05,-0.02772854502603428
2021-04-06,0.004858191791315303
2021-04-07,-0.00823037090497225
2021-04-08,-0.013405483216198055
2021-04-09,-0.010266427747625206
2021-04-12,-0.0002347085259915005
2021-04-13,0.0
2021-04-14,-0.0
2021-04-15,0.0
2021-04-16,0.0
2021-04-19,-0.0
2021-04-20,-0.0
2021-04-21,0.0
2021-04-22,-0.0
2021-04-23,0.0
2021-04-26,0.0
2021-04-27,0.0
2021-04-28,-0.0
2021-04-29,-0.0
2021-04-30,-0.0
2021-05-03,-0.0
2021-05-04,-0.0
2021-05-05,-0.005327135863214205
2021-05-06,0.013226577674347428
2021-05-07,0.0
2021-05-10,-0.0
2021-05-11,-0.0
2021-05-12,-0.0
2021-05-13,0.016861843891217587
2021-05-14,0.0
2021-05-17,-0.0
2021-05-18,-0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-21,-0.0
2021-05-24,0.0
2021-05-25,0.0
2021-05-26,-0.0
2021-05-27,-0.0
2021-05-28,0.0
2021-06-01,-0.0
2021-06-02,-0.0
2021-06-03,-0.0
2021-06-04,0.0
2021-06-07,0.0
2021-06-08,-0.0
2021-06-09,0.0
2021-06-10,0.0
2021-06-11,-0.002526979558938436
2021-06-14,0.0
2021-06-15,0.005887208525728438
2021-06-16,-0.0
2021-06-17,0.0
2021-06-18,-0.0
2021-06-21,0.0
2021-06-22,0.0
2021-06-23,-0.0
2021-06-24,0.0
2021-06-25,-0.0
2021-06-28,0.0
2021-06-29,0.0
2021-06-30,-0.0
2021-07-01,0.0
2021-07-02,0.0
2021-07-06,-3.562220613217981e-05
2021-07-07,0.0
2021-07-08,-0.0
2021-07-09,0.0
2021-07-12,-0.0
2021-07-13,0.0
2021-07-14,0.0
2021-07-15,-0.0
2021-07-16,-0.0
2021-07-19,-0.0
2021-07-20,0.0
2021-07-21,0.0
2021-07-22,0.0
2021-07-23,0.0
2021-07-26,0.0021406025605852363
2021-07-27,-0.0
2021-07-28,-0.0
2021-07-29,0.0
2021-07-30,-0.0
2021-08-02,-0.0
2021-08-03,0.0
2021-08-04,-0.0
2021-08-05,0.0
2021-08-06,-0.0
2021-08-09,-0.0
2021-08-10,-0.0
2021-08-11,0.0
2021-08-12,0.0
2021-08-13,0.0
2021-08-16,0.0
2021-08-17,0.005159357549988974
2021-08-18,-0.0
2021-08-19,0.0
2021-08-20,-0.025575166259038218
2021-08-23,-0.0009533314218348465
2021-08-24,0.00666375487353521
2021-08-25,-0.0
2021-08-26,-0.0
2021-08-27,0.0
2021-08-30,0.0
2021-08-31,-0.0
2021-09-01,-0.0
2021-09-02,-0.0
2021-09-03,-0.0
2021-09-07,-0.0
2021-09-08,0.0
2021-09-09,-0.0
2021-09-10,-0.0
2021-09-13,0.0
2021-09-14,0.0
2021-09-15,0.0
2021-09-16,0.0
2021-09-17,-0.0
2021-09-20,-0.0
2021-09-21,0.0016992098502732755
2021-09-22,0.0
2021-09-23,0.0
2021-09-24,-0.0
2021-09-27,-0.0
2021-09-28,-0.0
2021-09-29,0.0016931801028143845
2021-09-30,-0.007324082429687073
2021-10-01,0.025468454485593428
2021-10-04,-0.0
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-11,-0.0
2021-10-12,-0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.0
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,-0.0
2021-10-21,0.0
2021-10-22,-0.0
2021-10-25,-0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,-0.003651292669249795
2021-10-29,-0.02241390576375646
2021-11-01,0.006784783786135673
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,-0.0
2021-11-08,0.0
2021-11-09,-0.0
2021-11-10,-0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-15,-0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-22,-0.0
2021-11-23,-0.0
2021-11-24,0.0
2021-11-26,-0.0
2021-11-29,0.0
2021-11-30,-0.0
2021-12-01,-0.0
2021-12-02,-0.0
2021-12-03,-0.0
2021-12-06,0.00984489368200947
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,-0.0
2021-12-10,0.0
2021-12-13,-0.0
2021-12-14,-0.0
2021-12-15,0.0
2021-12-16,-0.0
2021-12-17,-0.0
2021-12-20,-0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-27,0.0
2021-12-28,-0.0
2021-12-29,0.0
2021-12-30,-0.0
2021-12-31,-0.0
2022-01-03,-0.0
2022-01-04,-0.0
2022-01-05,-0.0
2022-01-06,-0.007901816556102781
2022-01-07,0.0005096069587375851
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,-0.0
2022-01-14,0.0
2022-01-18,-0.0
2022-01-19,0.0
2022-01-20,-0.0
2022-01-21,-0.0
2022-01-24,0.0
2022-01-25,-0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-31,0.0
2022-02-01,-0.0
2022-02-02,0.0
2022-02-03,-0.0
2022-02-04,0.0
2022-02-07,-0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,-0.0
2022-02-11,-0.0
2022-02-14,-0.0
2022-02-15,0.0
2022-02-16,-0.0
2022-02-17,-0.0
2022-02-18,-0.0
2022-02-22,-0.0
2022-02-23,-0.0
2022-02-24,0.05109361822138059
2022-02-25,0.0
2022-02-28,0.0
2022-03-01,-0.0
2022-03-02,0.0
2022-03-03,-0.0
2022-03-04,-0.0
2022-03-07,-0.0
2022-03-08,-0.010971148428652544
2022-03-09,0.04585832663004852
2022-03-10,-0.0
2022-03-11,-0.0
2022-03-14,-0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-21,-0.0
2022-03-22,0.0
2022-03-23,-0.0
2022-03-24,0.0
2022-03-25,-0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,-0.0
2022-03-31,-0.0
2022-04-01,0.0
2022-04-04,0.0
2022-04-05,-0.0
2022-04-06,-0.0
2022-04-07,0.0
2022-04-08,-0.0
2022-04-11,-0.0
2022-04-12,-0.01121800113633753
2022-04-13,0.019712215904565955
2022-04-14,-0.0
2022-04-18,0.002465644108825993
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,-0.0
2022-04-22,-0.0
2022-04-25,0.0
2022-04-26,-0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,-0.0
2022-05-02,0.0
2022-05-03,-0.0
2022-05-04,0.0
2022-05-05,-0.0
2022-05-06,-0.0
2022-05-09,-0.0
2022-05-10,0.018595571725250837
2022-05-11,-0.0
2022-05-12,-0.019957715126509457
2022-05-13,0.022596299946235243
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,-0.0
2022-05-19,-0.0
2022-05-20,-0.0
2022-05-23,0.0
2022-05-24,-0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-31,-0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,-0.0
2022-06-06,-0.0
2022-06-07,0.0
2022-06-08,-0.0
2022-06-09,-0.0
2022-06-10,-0.0
2022-06-13,-0.0
2022-06-14,0.00920499114730533
2022-06-15,0.0
2022-06-16,-0.0
2022-06-17,0.0
2022-06-21,0.0
2022-06-22,-0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-27,-0.0
2022-06-28,-0.0
2022-06-29,0.0
2022-06-30,-0.0
2022-07-01,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,-0.0
2022-07-11,-0.0
2022-07-12,-0.0
2022-07-13,-0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-18,-0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,-0.0
2022-07-25,-0.0
2022-07-26,-0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,-0.01566510591647252
2022-08-01,0.009724032107236047
2022-08-02,-0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,-0.0
2022-08-08,-0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,-0.0
2022-08-12,0.0
2022-08-15,0.0
2022-08-16,-0.0
2022-08-17,-0.0
2022-08-18,-0.0
2022-08-19,-0.0
2022-08-22,-0.0
2022-08-23,-0.0
2022-08-24,-0.0
2022-08-25,0.0
2022-08-26,-0.0
2022-08-29,-0.010667973004630182
2022-08-30,-0.008520651223222209
2022-08-31,-0.005704373545332153
2022-09-01,-0.0
2022-09-02,-0.0
2022-09-06,-0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-12,0.0
2022-09-13,-0.0
2022-09-14,0.0
2022-09-15,-0.0
2022-09-16,-0.0
2022-09-19,-0.0
2022-09-20,-0.0
2022-09-21,-0.0
2022-09-22,0.0
2022-09-23,-0.0
2022-09-26,-0.0
2022-09-27,-0.0
2022-09-28,0.0
2022-09-29,-0.0
2022-09-30,-0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,-0.0
2022-10-07,-0.0
2022-10-10,-0.0
2022-10-11,-0.0
2022-10-12,0.0015082656984164444
2022-10-13,0.0
2022-10-14,-0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,-0.0
2022-10-20,-0.0
2022-10-21,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,-0.0
2022-10-27,-0.0
2022-10-28,0.0
2022-10-31,-0.0
2022-11-01,-0.0
2022-11-02,-0.0
2022-11-03,-0.0
2022-11-04,0.03332553543633243
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,-0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-14,-0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,-0.0
2022-11-18,-0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-25,-0.0
2022-11-28,-0.0
2022-11-29,-0.0
2022-11-30,0.0
2022-12-01,-0.0
2022-12-02,0.0
2022-12-05,-0.0
2022-12-06,-0.0
2022-12-07,-0.0
2022-12-08,0.0
2022-12-09,-0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,-0.0
2022-12-16,-0.0
2022-12-19,-0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,-0.0
2022-12-23,0.0
2022-12-27,-0.0
2022-12-28,-0.0
2022-12-29,0.0
2022-12-30,-0.0
2023-01-03,-0.0
2023-01-04,-0.0
2023-01-05,-0.029637643021498405
2023-01-06,0.011785290371167711
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-17,0.0
2023-01-18,-0.0
2023-01-19,-0.0
2023-01-20,0.0
2023-01-23,0.0
2023-01-24,-0.0
2023-01-25,-0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-30,-0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.023620423956146053
2023-02-06,-0.0
2023-02-07,0.0
2023-02-08,0.0031020988242052017
2023-02-09,-0.0
2023-02-10,-0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,-0.0
2023-02-16,-0.0
2023-02-17,-0.0
2023-02-21,-0.0
2023-02-22,-0.0
2023-02-23,0.0
2023-02-24,-0.0
2023-02-27,0.0
2023-02-28,-0.0
2023-03-01,-0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-06,0.0
2023-03-07,-0.0
2023-03-08,-0.0
2023-03-09,-0.0
2023-03-10,-0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,-0.01169441906935309
2023-03-20,0.025766633874179323
2023-03-21,0.0
2023-03-22,-0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-27,-0.0
2023-03-28,-0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-03,-0.0
2023-04-04,-0.0
2023-04-05,-0.0
2023-04-06,0.0
2023-04-10,-0.0
2023-04-11,-0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,-0.0
2023-04-17,0.0
2023-04-18,-0.0
2023-04-19,0.0
2023-04-20,-0.0
2023-04-21,-0.0
2023-04-24,-0.0
2023-04-25,-0.0
2023-04-26,0.0724347133310086
2023-04-27,-0.03202738460352306
2023-04-28,-0.007971696741175593
2023-05-01,0.005532653866493931
2023-05-02,-0.0
2023-05-03,-0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-08,-0.0
2023-05-09,-0.0
2023-05-10,0.0
2023-05-11,-0.0
2023-05-12,-0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,-0.0
2023-05-22,0.0
2023-05-23,-0.0
2023-05-24,-0.0
2023-05-25,0.0
2023-05-26,-0.021385536574319408
2023-05-30,0.005046677429952573
2023-05-31,0.008514089815774506
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,-0.0
2023-06-07,-0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.016575710467852223
2023-06-20,-0.0
2023-06-21,-0.0
2023-06-22,0.0
2023-06-23,-0.0
2023-06-26,-0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,-0.0
2023-06-30,0.0
2023-07-03,-0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,-0.0
2023-07-10,-0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.012267402625046775
2023-07-20,0.02312152221168451
2023-07-21,-0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,-0.0
2023-07-27,-0.0
2023-07-28,0.0
2023-07-31,-0.0
2023-08-01,0.0
2023-08-02,-0.0
2023-08-03,-0.0
2023-08-04,0.0
2023-08-07,0.0
2023-08-08,-0.0
2023-08-09,-0.0
2023-08-10,0.0
2023-08-11,-0.0
2023-08-14,0.0
2023-08-15,-0.0
2023-08-16,-0.0
2023-08-17,-0.0
2023-08-18,-0.0
2023-08-21,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,-0.0
2023-08-25,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,-0.0
2023-09-01,0.0
2023-09-05,0.0
2023-09-06,0.0020084515447830187
2023-09-07,-0.0
2023-09-08,0.0
2023-09-11,0.0
2023-09-12,0.018257682311909496
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,-0.0
2023-09-18,-0.0
2023-09-19,-0.0
2023-09-20,-0.0
2023-09-21,-0.0
2023-09-22,-0.0
2023-09-25,0.0016717535216952406
2023-09-26,-0.0
2023-09-27,0.0020823008004680066
2023-09-28,0.0
2023-09-29,0.0
2023-10-02,0.0
2023-10-03,-0.0
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-09,0.0
2023-10-10,-0.0
2023-10-11,0.0
2023-10-12,-0.0
2023-10-13,-0.0
2023-10-16,0.0
2023-10-17,-0.0
2023-10-18,-0.0
2023-10-19,0.0
2023-10-20,-0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,-0.0
2023-10-27,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,-0.006501447501205293
2023-11-03,-0.012861896758694868
2023-11-06,-0.010572467751773784
2023-11-07,-0.011219245603349526
2023-11-08,-0.007405793345784062
2023-11-09,0.006910740518606628
2023-11-10,0.0
2023-11-13,-0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,-0.0
2023-11-20,0.0
2023-11-21,-0.0
2023-11-22,0.0
2023-11-24,-0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,-0.0
2023-11-30,0.0
2023-12-01,-0.0
2023-12-04,-0.0
2023-12-05,0.0
2023-12-06,-0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-11,-0.0
2023-12-12,0.0
2023-12-13,-0.0
2023-12-14,-0.0
2023-12-15,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,-0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-26,0.0
2023-12-27,-0.0
2023-12-28,0.0
2023-12-29,0.0
